Textbox12
From: 5/3/2020 4:30:00 PM  To:  5/4/2020 12:30:00 AM

IncidentDate,Location,Latitude1,Longitude1,IncidentTypeDescription1
5/3/2020 8:43:45 PM,VAUGHNS GAP RD / HARDING PKE,36.09259114,-86.88542836,UNKNOWN STATUS:
5/3/2020 8:43:52 PM,356 MELPAR DR,36.06518117,-86.70869075,ELECTRICAL HAZARD
5/3/2020 8:45:08 PM,3301 CALAIS CIR,36.06764246,-86.62325732,MVA OTHER HAZARDS
5/3/2020 8:45:17 PM,2300 CLOVERDALE RD,36.15997986,-86.68678982,ELECTRICAL HAZARD
5/3/2020 8:45:30 PM,S NEW HOPE RD / JOHN HAGAR RD,36.15488230,-86.58653758,ELECTRICAL HAZARD
5/3/2020 8:46:40 PM,2416 PLUM ST,36.21509537,-86.76613230,NOT ALERT
5/3/2020 8:47:09 PM,2207 ELLIOTT DR,36.24875846,-86.64048797,OVERDOSE UNCONSCIOUS - INTENTIONAL
5/3/2020 8:47:26 PM,2515 PARK PLZ ,36.15232780,-86.81560661,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 8:48:45 PM,7443 HUNTWICK TRL,36.09620952,-86.98266847,ELECTRICAL HAZARD
5/3/2020 8:49:37 PM,1800 DIVISION ST,36.15163657,-86.79420937,POSSIBLY DANGEROUS HEMORRHAGE MEDICAL
5/3/2020 8:49:43 PM,1439 MCALPINE AV,36.21242524,-86.71200333,ELECTRICAL HAZARD
5/3/2020 8:50:06 PM,1035 NAVE CT,36.17298750,-86.65144824,SMOKE DETECTOR ALARM HOUSE
5/3/2020 8:50:34 PM,461 CUMBERLAND PL,36.09208997,-86.81434313,SMOKE DETECTOR ALARM HOUSE
5/3/2020 8:50:57 PM,3526 MURPHY RD,36.14048336,-86.82660678,ELECTRICAL HAZARD
5/3/2020 8:51:52 PM,614 THOMPSON LN,36.11152261,-86.75373598,CHEST PAIN - HEART ATTACK OR ANGINA HISTORY
5/3/2020 8:54:18 PM,399 COVENTRY DR,36.07890059,-86.73152351,ELECTRICAL HAZARD
5/3/2020 8:54:54 PM,404 WILSONIA AV,36.12879296,-86.86619052,CARBON MONOXIDE ALARM HOUSE
5/3/2020 8:55:06 PM,2920 22ND AV S,36.11991225,-86.81379340,ELECTRICAL HAZARD
5/3/2020 8:55:12 PM,2102 12TH AV N,36.18589479,-86.80796321,SUICIDAL  NOT THREATENING  ALERT
5/3/2020 8:56:59 PM,2721 MCKEIGE DR,36.15420096,-86.66987882,ELECTRICAL HAZARD
5/3/2020 8:57:24 PM,1612 ELM HILL PKE ,36.14538781,-86.71607231,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 8:58:31 PM,4029 OUTER DR,36.10151653,-86.78371635,ELECTRICAL HAZARD
5/3/2020 8:58:43 PM,915 WESTVIEW AV,36.08923635,-86.85306817,CARBON MONOXIDE ALARM HOUSE
5/3/2020 8:59:45 PM,1709 21ST AV N,36.17764831,-86.81155623,DIFFICULTY SPEAKING BETWEEN BREATHS COPD
5/3/2020 9:00:23 PM,1145 BALBADE DR,36.07312332,-86.84877929,ELECTRICAL HAZARD
5/3/2020 9:02:16 PM,1021 BATTLEFIELD DR,36.11477294,-86.78978533,ELECTRICAL HAZARD
5/3/2020 9:03:31 PM,5760 OLD HICKORY BLVD,36.17257049,-86.60166623,MVA INJURIES: MULTIPLE PATIENTS
5/3/2020 9:03:58 PM,516 AMERICAN RD,36.15077682,-86.87809993,CHEST PAIN - BREATHING NORMALLY >35 YEARS
5/3/2020 9:04:37 PM,3112 NOLENSVILLE PKE ,36.10291876,-86.74074485,CARBON MONOXIDE ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 9:06:09 PM,3120 BOULDER PARK DR,36.15288567,-86.64749921,ELECTRICAL HAZARD
5/3/2020 9:06:35 PM,4415 SCENIC DR,36.09135779,-86.79537376,ELECTRICAL HAZARD
5/3/2020 9:07:51 PM,331 PLUS PARK BLVD,36.13272498,-86.72426303,ABNORMAL BREATHING ASTHMA
5/3/2020 9:08:17 PM,5377 TROUSDALE DR,36.05117309,-86.75915270,ELECTRICAL HAZARD
5/3/2020 9:08:25 PM,4717 HAZELWOOD CIR,36.08346704,-86.77600974,ELECTRICAL HAZARD
5/3/2020 9:09:11 PM,627 SHELBY AV,36.16942259,-86.75816033,OBVIOUS DEATH
5/3/2020 9:10:18 PM,2634 MIAMI AV,36.24115794,-86.70819468,ELECTRICAL HAZARD
5/3/2020 9:11:33 PM,97 WHITE BRIDGE PKE,36.13151646,-86.85749637,ELECTRICAL HAZARD
5/3/2020 9:12:24 PM,461 CUMBERLAND PL,36.09208997,-86.81434313,SMOKE DETECTOR ALARM HOUSE
5/3/2020 9:17:52 PM,119 HAVERFORD DR,36.10356064,-86.87244602,ELECTRICAL HAZARD
5/3/2020 9:20:15 PM,311 SHEPHERD HILLS DR,36.29262450,-86.68966375,UNKNOWN STATUS
5/3/2020 9:21:55 PM,300 BERKLEY DR,36.24613304,-86.71405845,SICK PERSON: ABNORMAL BREATHING
5/3/2020 9:22:31 PM,ROSA L PARKS BLVD / I65 N,36.18421874,-86.79806789,HIGH MECHANISM: AUTO VS PEDESTRIAN
5/3/2020 9:23:34 PM,3144 DICKERSON PKE,36.23286980,-86.75947180,OVERDOSE - ACCIDENTAL NO PRIORITY SYMPTOMS
5/3/2020 9:24:28 PM,2244 STRATFORD AV,36.20536041,-86.71655259,ABNORMAL BREATHING ASTHMA
5/3/2020 9:25:18 PM,4120 RIDGEFIELD DR,36.12491093,-86.84491538,WATERFLOW ALARM APARTMENT
5/3/2020 9:25:26 PM,4000 NOLENSVILLE PKE,36.08465140,-86.72751548,UNKNOWN STATUS
5/3/2020 9:26:17 PM,BLUE HOLE RD / BELL RD,36.04574576,-86.67435517,UNKNOWN STATUS:
5/3/2020 9:27:00 PM,902 DUE WEST AV N,36.25630155,-86.74754273,ELECTRICAL HAZARD
5/3/2020 9:28:18 PM,COPPERFIELD CT / CLOVERLAND DR,36.03114183,-86.75141477,MVA INJURIES:
5/3/2020 9:29:25 PM,413 FOOTHILL DR,36.12888169,-86.72010498,MEDICAL ALARM NOTIFICATION
5/3/2020 9:29:25 PM,BELL RD / COLLINS PARK DR,36.04602974,-86.65793869,UNCONSCIOUS AGONAL INEFFECTIVE BREATHING
5/3/2020 9:31:59 PM,MURFREESBORO PKE / HOBSON PKE,36.04286195,-86.60656068,MVA INJURIES:
5/3/2020 9:32:33 PM,DICKERSON PKE / E TRINITY LN,36.20589953,-86.76861744,HIGH MECHANISM: AUTO VS BICYCLE OR AUTO VS MOTOROCYCLE
5/3/2020 9:33:01 PM,908 ARBOR CREEK WAY,36.13263990,-86.69826209,ASSAULT UNKNOWN STATUS PHYSICAL
5/3/2020 9:33:07 PM,621 ELAINE DR,36.08295436,-86.75186767,UNKNOWN ENTRAPMENT  UNCONFIRMED
5/3/2020 9:34:30 PM,5319 NOLENSVILLE PKE,36.05319785,-86.71501549,UKNOWN ALARM APARTMENT
5/3/2020 9:36:41 PM,3614 GENERAL BATE DR,36.10726110,-86.78476440,SMALL OUTSIDE FIRE
5/3/2020 9:36:55 PM,113 VOSSLAND DR,36.09783800,-86.87937107,ELECTRICAL HAZARD
5/3/2020 9:38:22 PM,6015 FIRE TOWER RD,36.11554071,-86.96310439,ELECTRICAL HAZARD
5/3/2020 9:39:13 PM,707 HARDING PL,36.08079192,-86.75569462,PSYCHIATRIC UNKNOWN STATUS
5/3/2020 9:39:26 PM,520 EDWIN ST,36.20355237,-86.75591384,ELECTRICAL HAZARD
5/3/2020 9:39:26 PM,520 EDWIN ST,36.20355237,-86.75591384,ELECTRICAL HAZARD
5/3/2020 9:39:51 PM,2930 LAKELAND DR,36.15375768,-86.65523770,SMALL GRASS FIRE
5/3/2020 9:40:02 PM,4507 PRICE CIRCLE RD,36.13171915,-86.86147612,ELECTRICAL HAZARD
5/3/2020 9:41:52 PM,1809 ELECTRIC AV,36.16723961,-86.73850081,ELECTRICAL HAZARD
5/3/2020 9:43:04 PM,45 JAY ST,36.11830888,-86.73392263,ELECTRICAL HAZARD
5/3/2020 9:44:23 PM,625 TEMPLEWOOD CT,36.15483998,-86.64959188,ELECTRICAL HAZARD
5/3/2020 9:44:36 PM,558 LOCKWOOD DR,36.14478013,-86.67236380,ELECTRICAL HAZARD
5/3/2020 9:45:32 PM,417 OLD LEBANON DIRT RD,36.18867195,-86.61041120,ELECTRICAL HAZARD
5/3/2020 9:46:17 PM,312 EMERY DR,36.15342290,-86.67700514,ELECTRICAL HAZARD
5/3/2020 9:46:57 PM,511 BRENTWOOD PL,36.04731194,-86.73733858,DIABETIC: NOT ALERT
5/3/2020 9:47:58 PM,1108 N 8TH ST,36.19098032,-86.75858404,PULL STATION ALARM HOUSE
5/3/2020 9:49:07 PM,533 ELGIN ST,36.10005634,-86.74621713,ELECTRICAL HAZARD
5/3/2020 9:51:05 PM,3723 ANDREW JACKSON WAY,36.18390242,-86.60489381,NON SUICIDAL AND ALERT
5/3/2020 9:51:28 PM,RIVERWOOD DR / CLAYPOOL ST,36.21456746,-86.70967468,ELECTRICAL HAZARD
5/3/2020 9:52:18 PM,BUFFALO RD / FIRE TOWER RD,36.11519095,-86.96625370,ELECTRICAL HAZARD
5/3/2020 9:53:17 PM,908 KIRBY AV,36.12968187,-86.69634736,ABDOMINAL PAIN - NOT ALERT
5/3/2020 9:54:27 PM,4334 ESTES RD,36.09513624,-86.83886788,CARBON MONOXIDE ALARM HOUSE
5/3/2020 9:55:26 PM,116 MAYFAIR RD,36.13372226,-86.83533954,ELECTRICAL HAZARD
5/3/2020 9:57:01 PM,4421 ALCOTT DR,36.08821609,-86.84151091,SICK PERSON: ALTERED LEVEL OF CONSCIOUSNESS
5/3/2020 9:57:45 PM,317 MYATT DR,36.27139165,-86.68918916,UNCONSCIOUS AGONAL INEFFECTIVE BREATHING
5/3/2020 10:00:34 PM,5028 STILLWOOD DR,36.06898612,-86.76325508,ELECTRICAL HAZARD
5/3/2020 10:00:47 PM,NEAL TER / WEDGEWOOD AV,36.13321948,-86.76807263,ELECTRICAL HAZARD
5/3/2020 10:00:55 PM,1579 WOODMONT BLVD,36.11276096,-86.79951225,ELECTRICAL HAZARD
5/3/2020 10:02:28 PM,5102 TROUSDALE DR,36.06473267,-86.75892829,ABNORMAL BREATHING OTHER LUNG PROBLEMS
5/3/2020 10:02:34 PM,313 CEDARCREEK DR,36.03526489,-86.70569927,ELECTRICAL HAZARD
5/3/2020 10:02:57 PM,1325 12TH AV S,36.14105042,-86.78859994,SICK PERSON: ALTERED LEVEL OF CONSCIOUSNESS
5/3/2020 10:06:07 PM,124 LINCOLN CT,36.10315543,-86.86434062,ELECTRICAL HAZARD
5/3/2020 10:09:03 PM,499 SWISS AV,36.03824013,-86.71891730,DIFFICULTY SPEAKING BETWEEN BREATHS COPD
5/3/2020 10:09:37 PM,728 GREELEY DR,36.12273538,-86.87939547,MEDICAL ALARM NOTIFICATION
5/3/2020 10:10:04 PM,2272 LEBANON PKE,36.16951274,-86.68511117,ELECTRICAL HAZARD
5/3/2020 10:11:22 PM,EDWIN ST / MERIDIAN ST,36.20457665,-86.76594386,ELECTRICAL HAZARD
5/3/2020 10:14:30 PM,CLOVERLAND DR / BROWNSTONE DR,36.03129798,-86.75340395,ELECTRICAL HAZARD
5/3/2020 10:14:41 PM,1707 SEIFRIED ST,36.18190125,-86.81258541,ELECTRICAL HAZARD
5/3/2020 10:14:58 PM,BELL RD / I24 E,36.04522782,-86.65910500,MVA INJURIES:
5/3/2020 10:15:26 PM,461 CUMBERLAND PL,36.09208997,-86.81434313,SMOKE DETECTOR ALARM HOUSE
5/3/2020 10:16:48 PM,4524 RACCOON TRL,36.19184953,-86.57973433,ELECTRICAL HAZARD
5/3/2020 10:16:56 PM,RIVERWOOD DR / OLGA AV,36.21428464,-86.70956124,ELECTRICAL HAZARD
5/3/2020 10:21:30 PM,973 GREERLAND DR,36.09991766,-86.78797161,ELECTRICAL HAZARD
5/3/2020 10:23:31 PM,990 GREERLAND DR,36.10075419,-86.78994691,ELECTRICAL HAZARD
5/3/2020 10:27:11 PM,4573 WOODSIDE CIR,36.23300851,-86.59246505,SICK PERSON: ABNORMAL BREATHING
5/3/2020 10:28:33 PM,3338 OAK TREES CT,36.07456707,-86.60677080,NON RECENT FALL
5/3/2020 10:28:39 PM,WOODDALE LN / PENNINGTON BEND RD,36.23745941,-86.70645411,ELECTRICAL HAZARD
5/3/2020 10:29:47 PM,4201 NOLENSVILLE PKE,36.07642499,-86.72588561,POSSIBLY DANGEROUS BODY AREA
5/3/2020 10:30:11 PM,4122 RIDGEFIELD DR,36.12486749,-86.84457215,CITIZEN ASSIST
5/3/2020 10:32:46 PM,3601 TROUSDALE DR ,36.09757176,-86.75036556,WATERFLOW ALARM COMMERCIAL COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 10:32:49 PM,3000 VANDERBILT PL,36.14236895,-86.81298560,GENERAL ALARM APARTMENT
5/3/2020 10:32:52 PM,3529 WEST END AV ,36.13229599,-86.82420867,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 10:34:07 PM,JEFFERSON ST / 28TH AV N,36.16785835,-86.82076403,ASSAULT UNKNOWN STATUS PHYSICAL
5/3/2020 10:34:54 PM,306 BOWWOOD DR,36.12487102,-86.71043137,ELECTRICAL HAZARD
5/3/2020 10:36:36 PM,759 ROYCROFT PL,36.13327566,-86.77828170,ELECTRICAL HAZARD
5/3/2020 10:36:48 PM,601 MURFREESBORO PKE,36.14106210,-86.74022893,TRAUMATIC INJURIES NON RECENT
5/3/2020 10:38:41 PM,4216 ANDREW JACKSON PKWY,36.19883877,-86.60914704,ELECTRICAL HAZARD
5/3/2020 10:41:34 PM,2205 REVERE PL,36.17117372,-86.69006216,ELECTRICAL HAZARD
5/3/2020 10:41:34 PM,2205 REVERE PL,36.17117372,-86.69006216,ELECTRICAL HAZARD
5/3/2020 10:42:02 PM,200 CHEOAH CT,36.00842938,-86.68303999,DIFFICULTY SPEAKING BETWEEN BREATHS
5/3/2020 10:42:36 PM,1120 WOODVALE DR,36.10227225,-86.79576573,ELECTRICAL HAZARD
5/3/2020 10:44:58 PM,181 DELVIN DR,36.05206881,-86.69138541,ELECTRICAL HAZARD
5/3/2020 10:47:23 PM,1501 CEDAR LN,36.12010384,-86.79324346,GENERAL ALARM HOUSE
5/3/2020 10:50:39 PM,425 HART AV,36.18217988,-86.75595983,ELECTRICAL HAZARD
5/3/2020 10:53:00 PM,205 ANTHONY ST,36.24162271,-86.62939198,NOT ALERT STRONG EVIDENCE <3 HOURS
5/3/2020 10:55:43 PM,912 TAVISTOCK PL,36.08033316,-86.66316267,ELECTRICAL HAZARD
5/3/2020 10:56:18 PM,3803 WOODMONT LN,36.11129051,-86.84067611,CARBON MONOXIDE FIRE ALARM INVESTIGATION
5/3/2020 10:59:30 PM,860 MURFREESBORO PKE,36.13673387,-86.72151490,UKNOWN ALARM APARTMENT
5/3/2020 11:01:21 PM,3312 DICKERSON PKE,36.23622083,-86.75906622,3RD TRIMESTER HEMORRHAGE
5/3/2020 11:03:02 PM,4107 GALLATIN PKE,36.22219493,-86.72732510,NOT ALERT
5/3/2020 11:03:23 PM,NEWSOM STATION RD / HIGHWAY 70,36.09161436,-86.98699553,ELECTRICAL HAZARD
5/3/2020 11:04:52 PM,830 GLASTONBURY RD,36.13481453,-86.70083660,SMALL OUTSIDE FIRE
5/3/2020 11:05:19 PM,1485 DOLAN RD,36.18302831,-86.84348712,ELECTRICAL HAZARD
5/3/2020 11:07:51 PM,1800 WILSON CAMP CIR,36.24234442,-86.66556797,DIFFICULTY SPEAKING BETWEEN BREATHS COPD
5/3/2020 11:12:56 PM,101 FOOTHILL CT,36.13198078,-86.71941243,ABNORMAL BREATHING OTHER LUNG PROBLEMS
5/3/2020 11:18:12 PM,ANDREW JACKSON PKWY / ANDREW JACKSON PL,36.20448777,-86.60642732,ELECTRICAL HAZARD
5/3/2020 11:20:26 PM,700 N DUPONT AV,36.26614149,-86.69518635,CITIZEN ASSIST  NON MEDICAL
5/3/2020 11:20:34 PM,ANDREW JACKSON PKWY / STONERS GLEN DR,36.19274288,-86.60683669,MVA OTHER HAZARDS
5/3/2020 11:22:09 PM,3910 CENTRAL PKE,36.17353580,-86.60326303,NOT ALERT ASTHMA
5/3/2020 11:24:58 PM,406 ENGLISH IVY DR,36.04455408,-86.72851409,SICK PERSON: NOT ALERT
5/3/2020 11:26:54 PM,20TH AV N / STATE ST,36.15438359,-86.80153973,UNKNOWN STATUS
5/3/2020 11:29:24 PM,4508 PRICE CIRCLE RD ,36.13148135,-86.86347281,MEDICAL ALARM NOTIFICATION
5/3/2020 11:30:49 PM,2ND AV N / JUNIOR GILLIAM WAY,36.17440126,-86.78302399,CHEST PAIN - CLAMMY OR COLD SWEATS
5/3/2020 11:31:14 PM,7533 LORDS CHAPEL DR,36.02683380,-86.70839299,GENERAL ALARM HIGH LIFE HAZARD
5/3/2020 11:39:35 PM,2022 ROSA L PARKS BLVD,36.18836237,-86.79808982,TRAUMATIC INJURIES NOT DANGEROUS BODY AREA
5/3/2020 11:40:18 PM,3225 CREEKWOOD DR,36.23296451,-86.77129723,NON SUICIDAL AND ALERT
5/3/2020 11:40:18 PM,1316 TULIP GROVE RD,36.17497254,-86.59562880,GENERAL ALARM APARTMENT
5/3/2020 11:42:00 PM,115 NEWELL AV,36.27127303,-86.66498511,HEART PROBLEMS CLAMMY OR COLD SWEATS
5/3/2020 11:42:08 PM,2022 ROSA L PARKS BLVD,36.18836237,-86.79808982,REQUEST ADDITIONAL FIRE RESOURCES
5/3/2020 11:45:17 PM,2284 MURFREESBORO PKE,36.08840541,-86.64748049,WATERFLOW ALARM COMMERCIAL COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 11:50:16 PM,5029 SUTER DR,36.07068561,-86.73771847,ELECTRICAL HAZARD
5/3/2020 11:51:33 PM,301 28TH AV N,36.14730452,-86.81457547,ABNORMAL BREATHING
5/3/2020 11:51:51 PM,2812 HILLSIDE DR,36.13359706,-86.81318234,CARBON MONOXIDE ALARM HOUSE
5/3/2020 11:52:44 PM,6767 BROOKMONT TER,36.08260850,-86.89770804,DIABETIC: NOT ALERT
5/3/2020 11:53:07 PM,2916 WINDEMERE CIR,36.18690222,-86.67380583,CARBON MONOXIDE ALARM HOUSE
5/3/2020 11:58:29 PM,2618 ESSEX PL,36.13271910,-86.81079087,ELECTRICAL HAZARD
5/3/2020 11:59:51 PM,304 ELMINGTON AV,36.13302839,-86.82220071,ELECTRICAL HAZARD
5/4/2020 12:05:58 AM,2011 HAYES ST ,36.15183909,-86.80079126,PULL STATION ALARM COMMERCIAL   INDUSTRIAL BUILD
5/4/2020 12:09:25 AM,5820 LABRADOR LN,36.03186688,-86.71138431,ELECTRICAL HAZARD
5/4/2020 12:12:37 AM,1301 NEELYS BEND RD,36.24066773,-86.67312639,FALL - NOT ON STAIRS
5/4/2020 12:21:00 AM,625 BENTON AV,36.13138384,-86.77062846,HIGH RISE NATURAL GAS ODOR
5/4/2020 12:21:32 AM,518 BRENTLAWN DR,36.06436167,-86.76119919,UNKNOWN STATUS
5/4/2020 12:22:47 AM,517 ALBANY DR,36.21275421,-86.60043136,ELECTRICAL HAZARD
5/4/2020 12:27:52 AM,639 LAFAYETTE ST,36.15376939,-86.77752016,SICK PERSON: NO PRIORITY SYMPTOMS
5/4/2020 12:29:50 AM,2011 HAYES ST ,36.15183909,-86.80079126,PULL STATION ALARM COMMERCIAL   INDUSTRIAL BUILD

